pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
985.772903675837,4.035268928940474,76.10071844369398,6.634042627174842,164.97906237739267,149.1017189959193,145.52533155301307,137.68229633161894,144.8788780507149,122.32401064538456,4.035268928940474,6.634042627174842,864.1249710764056
985.5680397229074,4.149439765134681,69.01444646148951,8.892777294168301,205.59137021041903,179.94560083627587,182.53151283982487,167.759606696539,185.69707248057836,149.41476174881956,4.149439765134681,8.892777294168301,1070.5987019888335
985.2203482175244,4.243333879670206,63.449704546902396,10.088484684876786,222.9508043822988,188.96572660339942,198.28252430022826,176.6814510293183,204.36642381118344,158.51089756432688,4.243333879670206,10.088484684876786,1149.4212783171865
984.845674404594,4.357519434584082,60.08288620205034,10.071920714418845,210.28478452637626,173.47559344892375,186.31734909439731,161.3817355035466,192.4871716444215,146.08762973333708,4.357519434584082,10.071920714418845,1069.699489142718
984.5914446909541,4.527968666377523,59.436623910437305,9.093661309042314,171.26509859052095,138.45391931013856,150.11811947407645,127.09466000333325,153.88178473117728,116.01755183891862,4.527968666377523,9.093661309042314,856.512260553279
984.5668579026529,4.733807191827993,61.782877293507184,7.574046842838468,118.84673540329572,94.57118280484231,102.02143772676558,85.04076254536389,103.08748293743632,78.15792911704983,4.733807191827993,7.574046842838468,581.4386282791677
984.7954153583794,4.897175383921187,66.75498801363213,5.88768099671098,69.3638335228848,54.030340305956834,57.41669691581261,47.48126390562257,57.573678668712084,43.97553091301991,4.897175383921187,5.88768099671098,329.5910694192726
985.2155032604617,4.941604020764049,73.12745679725873,4.2906067640773875,35.077934009950766,25.900341126191748,27.499201644910734,22.664224843901856,28.80066437148205,21.482037298541417,4.941604020764049,4.2906067640773875,161.20598894790243
985.7227172858538,4.857260083619368,79.19549429515416,2.9545376299160866,19.444998084113152,12.987586101578941,14.877658963164322,12.173137060828111,17.90445424192974,12.287461038490456,4.857260083619368,2.9545376299160866,89.48898387240817
986.2230884996294,4.711731706830419,83.63479157946095,1.9920502295343758,17.58595845146536,11.74698863201592,14.384887009344503,11.779079571380656,18.110484686064062,12.294299175658871,4.711731706830419,1.9920502295343758,85.76324682575944
986.6658249060811,4.59462155070094,86.18969678479034,1.4208542451220985,21.032047259007264,15.24834331438052,17.92065766081052,14.926735821755678,21.063199796007666,15.253040929616638,4.59462155070094,1.4208542451220985,105.37835019206824
987.0441872967705,4.545907345109782,87.59548395058277,1.1290192926460656,23.24058739148,17.466255049399706,19.697109510851597,16.625024880525253,22.058398107186903,16.68560371724198,4.545907345109782,1.1290192926460656,115.79508737473424
987.3755229052398,4.532382502548566,88.78983252913024,0.9274545932833151,22.411446349443466,16.308683166752964,18.571366758103174,15.542146127938487,21.05181785913082,15.744670954603379,4.532382502548566,0.9274545932833151,109.73112914069304
987.6800715511758,4.4900426599721595,90.1090600160854,0.6803213577360245,20.499783694234047,13.61436085090687,16.707814792579576,13.423733229721904,20.1507894404386,14.264901049037803,4.4900426599721595,0.6803213577360245,98.81354852949733
987.9710758591269,4.38851817921666,91.17006439146869,0.39795387627018863,20.048325645167758,12.445091672299142,16.444564460371303,12.677036530870375,20.6570907070763,14.247626489154207,4.38851817921666,0.39795387627018863,96.69682178652309
988.2565035896315,4.256071035683596,91.48312017956789,0.18991511023784224,21.576989184306264,13.919038238450511,18.02937280913376,14.012409988179357,22.047553419742442,15.876928121093378,4.256071035683596,0.18991511023784224,105.65677544650384
988.5460804344276,4.145562212287039,91.14270401619326,0.11246881991450608,23.29064827449895,16.10928316429674,19.645864253692352,15.810852815665221,22.91011989164452,17.44693143355327,4.145562212287039,0.11246881991450608,115.43587451913223
988.8579543981729,4.080185279281898,90.8752251006663,0.06877972797983123,22.919935475416423,15.895440354856134,19.242884886626875,15.616916743708352,22.32700894003576,17.031605705137643,4.080185279281898,0.06877972797983123,113.29527081446807
989.2215057736513,4.0349309447839,91.35355543015204,-0.1088956353552275,20.14026612760992,12.32424156355269,16.625908288203277,12.685450544601935,20.619867139513943,14.546917229156854,4.0349309447839,-0.1088956353552275,97.24155743794071
989.6726656652695,3.9704681303864997,92.41338727609589,-0.44087019529524674,17.929355393101787,8.790907154906193,14.491157758424144,9.752221558833646,19.613668462812186,12.739247024364353,3.9704681303864997,-0.44087019529524674,83.63905192659212
990.2385366403375,3.881717291397985,92.93025981282968,-0.6498517544926956,22.03409505134976,12.133741079593293,17.908955461511063,12.595609865982283,22.869244325604768,16.410429944401088,3.881717291397985,-0.6498517544926956,104.2877730627551
990.9142142477175,3.8092162981178403,91.52380342528137,-0.2597527517016225,38.65580417473677,28.916451147237037,32.40992901689894,27.26343491912702,35.397942921204724,30.192307347343508,3.8092162981178403,-0.2597527517016225,193.1903979308414
991.6450404472051,3.800988862860786,87.51577388549364,1.0815660849629356,71.15510944628605,61.126020409027504,61.18641990776962,56.298567692834716,61.71368484246689,55.87331212594435,3.800988862860786,1.0815660849629356,367.7438589276649
